"ncbi_id","ncbi_gs","ncbi_gs_synonyms","ncbi_name","pathway_kegg","pathway_reactome","pathway_wiki"
"54938","SARS2","SARS;SARSM;SERS;SYS;SerRS;SerRSmt;mtSerRS;SARS2","seryl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726","WP28"
"6301","SARS1","NEDMAS;SARS;SERRS;SERS;SARS1","seryl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-2408557","WP28;WP3888"
"833","CARS1","CARS;CYSRS;MCDDBH;MDBH;MGC:11246;CARS1","cysteinyl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-9725370",""
"79587","CARS2","COXPD27;cysRS;CARS2","cysteinyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"57176","VARS2","COXPD20;VALRS;VARS2L;VARSL;VARS2","valyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"7407","VARS1","G7A;NDMSCA;VARS;VARS2;VARS1","valyl-tRNA synthetase 1","hsa00970","R-HSA-379716","WP3925"
"51520","LARS1","HSPC192;ILFS1;LARS;LEURS;LEUS;LFIS;LRS;PIG44;RNTLS;hr025Cl;LARS1","leucyl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-9856649;R-HSA-2408522",""
"23395","LARS2","HLASA;LEURS;PRLTS4;mtLeuRS;LARS2","leucyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726","WP3925;WP5316"
"3376","IARS1","GRIDHH;IARS;ILERS;ILRS;IRS;PRO0785;IARS1","isoleucyl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-9856649;R-HSA-2408522","WP3925"
"55699","IARS2","CAGSSS;ILERS;IARS2","isoleucyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726;R-HSA-9837999",""
"3735","KARS1","CMTRIB;DEAPLE;DFNB89;KARS;KARS2;KRS;LEPID;KARS1","lysyl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-379726;R-HSA-9856649;R-HSA-2408522",""
"57038","RARS2","ArgRS;DALRD2;PCH6;PRO1992;RARSL;RARS2","arginyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"5917","RARS1","ArgRS;DALRD1;HLD9;RARS;RARS1","arginyl-tRNA synthetase 1","hsa00970","R-HSA-379716;R-HSA-9856649;R-HSA-2408522","WP3925"
"25973","PARS2","DEE75;EIEE75;MT-PRORS;proRS;PARS2","prolyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"3035","HARS1","CMT2W;HARS;HRS;USH3B;HARS1","histidyl-tRNA synthetase 1","hsa00970","R-HSA-379716","WP2328"
"23438","HARS2","HARSL;HARSR;HO3;HisRS;PRLTS2;HARS2","histidyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726","WP5316"
"2193","FARSA","CML33;FARSL;FARSLA;FRSA;PheHA;RILDBC2;FARSA","phenylalanyl-tRNA synthetase subunit alpha","hsa00970","R-HSA-379716",""
"10667","FARS2","COXPD14;FARS1;HSPC320;PheRS;SPG77;mtPheRS;FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"10056","FARSB","FARSLB;FRSB;HSPC173;NEDBLLA;PheHB;PheRS;RILDBC;RILDBC1;RJBS;FARSB","phenylalanyl-tRNA synthetase subunit beta","hsa00970","R-HSA-379716","WP3925;WP3888"
"8565","YARS1","CMTDIC;IMNEPD2;TYRRS;YARS;YRS;YTS;YARS1","tyrosyl-tRNA synthetase 1","hsa00970","R-HSA-379716","WP4758"
"51067","YARS2","CGI-04;MLASA2;MT-TYRRS;TYRRS;YARS2","tyrosyl-tRNA synthetase 2","hsa00970","R-HSA-379726",""
"10352","WARS2","NEMMLAS;PKDYS3;TrpRS;mtTrpRS;WARS2","tryptophanyl tRNA synthetase 2, mitochondrial","hsa00970","R-HSA-379726",""
"7453","WARS1","GAMMA-2;HMN9;IFI53;IFP53;NEDMSBA;WARS;WARS1","tryptophanyl-tRNA synthetase 1","hsa00970","R-HSA-379716","WP3925;WP3613"
"8086","AAAS","AAA;AAASb;ADRACALA;ADRACALIN;ALADIN;GL003;AAAS","aladin WD repeat nucleoporin","hsa03013","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-8980692;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998"
"11097","NUP42","CG1;NLP-1;NLP1;NLP_1;NUPL2;UIP1;hCG1;NUP42","nucleoporin 42","hsa03013","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998"
"2733","GLE1","CAAHC;CAAHD;GLE1L;LCCS;LCCS1;hGLE1;GLE1","GLE1 RNA export mediator","hsa03013;hsa03015;hsa05014","R-HSA-159236","WP3998"
"11269","DDX19B","DBP5;DDX19;RNAh;DDX19B","DEAD-box helicase 19B","hsa03013;hsa03015","",""
"55308","DDX19A","DDX19-DDX19L;DDX19L;DDX19A","DEAD-box helicase 19A","hsa03013;hsa03015","",""
"8480","RAE1","Gle2;MIG14;MRNP41;Mnrp41;dJ481F12.3;dJ800J21.1;RAE1","ribonucleic acid export 1","hsa03013;hsa05164;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998;WP5039"
"4928","NUP98","ADIR2;NUP196;NUP96;Nup98-96;NUP98","nucleoporin 98 and 96 precursor","hsa03013;hsa05164;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998;WP5039"
"8021","NUP214","CAIN;CAN;IIAE9;NUP214","nucleoporin 214","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-450520","WP3998;WP366"
"4927","NUP88","FADS4;NUP88","nucleoporin 88","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP4352;WP3998"
"5903","RANBP2","ADANE;ANE1;IIAE3;NUP358;TRP1;TRP2;RANBP2","RAN binding protein 2","hsa03013;hsa03250;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-9725370;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998"
"5905","RANGAP1","Fug1;RANGAP;SD;RANGAP1","Ran GTPase activating protein 1","hsa03013","R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-4615885;R-HSA-165054;R-HSA-9615933;R-HSA-9793242","WP4657"
"7329","UBE2I","C358B7.1;P18;UBC9;UBE2I","ubiquitin conjugating enzyme E2 I","hsa03013;hsa04120;hsa04064;hsa05206","R-HSA-5696395;R-HSA-9833482;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-4570464;R-HSA-4655427;R-HSA-3065678;R-HSA-4090294;R-HSA-5693565;R-HSA-5693607;R-HSA-4085377;R-HSA-4755510;R-HSA-1221632;R-HSA-3232118;R-HSA-4615885;R-HSA-3232142;R-HSA-9735871;R-HSA-9615933;R-HSA-196791;R-HSA-9683610;R-HSA-9694631;R-HSA-8866904;R-HSA-9793242","WP138;WP5362;WP366"
"6612","SUMO3","SMT3A;SMT3H1;SUMO-3;Smt3B;SUMO3","small ubiquitin like modifier 3","hsa03013;hsa05418","R-HSA-5696395;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-3065676;R-HSA-3065678;R-HSA-4090294;R-HSA-4755510;R-HSA-3232118;R-HSA-4615885;R-HSA-3065679","WP410"
"6613","SUMO2","HSMT3;SMT3B;SMT3H2;SUMO3;Smt3A;SUMO2","small ubiquitin like modifier 2","hsa03013;hsa05418","R-HSA-5696395;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-4570464;R-HSA-3065676;R-HSA-3065678;R-HSA-4090294;R-HSA-5693607;R-HSA-4085377;R-HSA-3232118;R-HSA-4615885;R-HSA-196791;R-HSA-3065679","WP5362"
"7341","SUMO1","DAP1;GMP1;OFC10;PIC1;SENP2;SMT3;SMT3C;SMT3H3;UBL1;SUMO1","small ubiquitin like modifier 1","hsa03013;hsa05418","R-HSA-5696395;R-HSA-9833482;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-4570464;R-HSA-4655427;R-HSA-3065676;R-HSA-3065678;R-HSA-4090294;R-HSA-5693565;R-HSA-4085377;R-HSA-4755510;R-HSA-3232118;R-HSA-4615885;R-HSA-3232142;R-HSA-9615933;R-HSA-9683610;R-HSA-9694631;R-HSA-3065679;R-HSA-8866904;R-HSA-877312;R-HSA-9793242","WP138;WP410;WP366;WP1742"
"387082","SUMO4","IDDM5;SMT3H4;SUMO-4;dJ281H8.4;SUMO4","small ubiquitin like modifier 4","hsa03013;hsa05418","",""
"23279","NUP160","NPHS19;NUP160","nucleoporin 160","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"79902","NUP85","FROUNT;NPHS17;Nup75;NUP85","nucleoporin 85","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"6396","SEC13","D3S1231E;SEC13L1;SEC13R;npp-20;SEC13","SEC13 homolog, nuclear pore and COPII coat complex component","hsa03013;hsa04141;hsa04150;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-2132295;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-204005;R-HSA-983170;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-9639288;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998;WP1982"
"57122","NUP107","NPHS11;NUP84;ODG6;ODG6; GAMOS7;NUP107","nucleoporin 107","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP2361;WP3998;WP5316"
"55746","NUP133","GAMOS8;NPHS18;hNUP133;NUP133","nucleoporin 133","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP4352;WP3998"
"81929","SEH1L","SEC13L;SEH1A;SEH1B;Seh1;SEH1L","SEH1 like nucleoporin","hsa03013;hsa04150;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-9639288;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"348995","NUP43","bA350J20.1;p42;NUP43","nucleoporin 43","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"79023","NUP37","MCPH24;p37;NUP37","nucleoporin 37","hsa03013;hsa05014","R-HSA-3371453;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"25909","AHCTF1","ELYS;MST108;MSTP108;TMBS62;AHCTF1","AT-hook containing transcription factor 1","hsa03013","R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9615933","WP2363;WP3998"
"23636","NUP62","IBSN;SNDI;p62;NUP62","nucleoporin 62","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP4932;WP5344;WP3998"
"9818","NUP58","NUP45;NUPL1;PRO2463;NUP58","nucleoporin 58","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"53371","NUP54","DYT37;NUP54","nucleoporin 54","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"23165","NUP205","C7orf14;NPHS13;NUP205","nucleoporin 205","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"23511","NUP188","KIAA0169;SANDSTEF;hNup188;NUP188","nucleoporin 188","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"9631","NUP155","ATFB15;N155;NUP155","nucleoporin 155","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"9688","NUP93","NIC96;NUP93","nucleoporin 93","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"129401","NUP35","MP-44;MP44;NP44;NUP53;NUP35","nucleoporin 35","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"55706","NDC1","NET3;TMEM48;NDC1","NDC1 transmembrane nucleoporin","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP3998"
"23225","NUP210","GP210;POM210;NUP210","nucleoporin 210","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998"
"91181","NUP210L","NUP210L","nucleoporin 210 like","hsa03013;hsa05014","",""
"100101267","POM121C","POM121-2;POM121C","POM121 transmembrane nucleoporin C","hsa03013;hsa05014","",""
"9883","POM121","P145;POM121A;POM121","POM121 transmembrane nucleoporin","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107;R-HSA-9615933","WP4352;WP3998"
"94026","POM121L2","POM121-L;POM121L;POM121L2","POM121 transmembrane nucleoporin like 2","hsa03013;hsa05014","",""
"55161","TMEM33","1600019D15Rik;Pom33;SHINC-3;SHINC3;TMEM33","transmembrane protein 33","hsa03013","",""
"7175","TPR","MRT79;TPR","translocated promoter region, nuclear basket protein","hsa03013;hsa05200;hsa05216;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-9725370;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP5434;WP3998"
