"ncbi_id","ncbi_gs","ncbi_gs_synonyms","ncbi_name","pathway_kegg","pathway_reactome","pathway_wiki"
"10762","NUP50","NPAP60;NPAP60L;NUP50","nucleoporin 50","hsa03013;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998"
"9972","NUP153","HNUP153;N153;NUP153","nucleoporin 153","hsa03013;hsa03250;hsa05014","R-HSA-3371453;R-HSA-9610379;R-HSA-3108214;R-HSA-4551638;R-HSA-4570464;R-HSA-191859;R-HSA-9705671;R-HSA-9609690;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-4085377;R-HSA-6784531;R-HSA-5578749;R-HSA-4615885;R-HSA-1169408;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-3232142;R-HSA-3301854;R-HSA-5619107","WP3998;WP366"
"59343","SENP2","AXAM2;SMT3IP2;SENP2","SUMO specific peptidase 2","hsa03013;hsa04310","R-HSA-3065679","WP5087;WP428;WP4258;WP4336"
"3836","KPNA1","IPOA5;NPI-1;RCH2;SRP1;KPNA1","karyopherin subunit alpha 1","hsa03013;hsa05207;hsa05164;hsa05132","R-HSA-68616;R-HSA-909733;R-HSA-1169408;R-HSA-168271;R-HSA-168276;R-HSA-180910;R-HSA-162592;R-HSA-140342;R-HSA-9636249","WP4217"
"3838","KPNA2","IPOA1;PTAC58;QIP2;RCH1;SRP1-alpha;SRP1alpha;KPNA2","karyopherin subunit alpha 2","hsa03013;hsa05207;hsa05164","R-HSA-5693548;R-HSA-9705671;R-HSA-9018519;R-HSA-9692916;R-HSA-111932;R-HSA-442729;R-HSA-1169408;R-HSA-168276",""
"402569","KPNA7","IPOA8;OZEMA17;KPNA7","karyopherin subunit alpha 7","hsa03013;hsa05207;hsa05164","R-HSA-1169408;R-HSA-168276",""
"3839","KPNA3","IPOA4;SPG88;SRP1;SRP1gamma;SRP4;hSRP1;KPNA3","karyopherin subunit alpha 3","hsa03013;hsa05207;hsa05132","R-HSA-1169408;R-HSA-168276",""
"3840","KPNA4","IPOA3;QIP1;SRP3;KPNA4","karyopherin subunit alpha 4","hsa03013;hsa05207;hsa05132","R-HSA-1169408;R-HSA-168276","WP2034"
"23633","KPNA6","IPOA7;KPNA6","karyopherin subunit alpha 6","hsa03013;hsa05207;hsa05164","R-HSA-68616",""
"3841","KPNA5","IPOA6;SRP6;KPNA5","karyopherin subunit alpha 5","hsa03013;hsa05207;hsa05164","R-HSA-1169408;R-HSA-168276",""
"3837","KPNB1","IMB1;IPO1;IPOB;Impnb;NTF97;KPNB1","karyopherin subunit beta 1","hsa03013;hsa05207","R-HSA-6798695;R-HSA-68616;R-HSA-909733;R-HSA-1655829;R-HSA-9692916;R-HSA-1169408;R-HSA-168271;R-HSA-168276;R-HSA-180746;R-HSA-9615933;R-HSA-140342;R-HSA-2995383;R-HSA-9636249","WP4657;WP1982"
"3842","TNPO1","IPO2;KPNB2;MIP;MIP1;TRN;TNPO1","transportin 1","hsa03013","R-HSA-5620924;R-HSA-9615933;R-HSA-450513","WP4657"
"30000","TNPO2","IDDHISD;IPO3;KPNB2B;TRN2;TNPO2","transportin 2","hsa03013","",""
"23534","TNPO3","IPO12;LGMD1F;LGMDD2;MTR10A;TRN-SR;TRN-SR2;TRNSR;TNPO3","transportin 3","hsa03013;hsa03250","",""
"79711","IPO4","Imp4;IPO4","importin 4","hsa03013","",""
"3843","IPO5","IMB3;KPNB3;Pse1;RANBP5;imp5;IPO5","importin 5","hsa03013","R-HSA-192905",""
"10527","IPO7","Imp7;RANBP7;IPO7","importin 7","hsa03013","",""
"10526","IPO8","RANBP8;VISS;IPO8","importin 8","hsa03013","R-HSA-5578749","WP5331"
"55705","IPO9","Imp9;IPO9","importin 9","hsa03013","",""
"51194","IPO11","RanBP11;IPO11","importin 11","hsa03013","",""
"9670","IPO13","IMP13;KAP13;LGL2;RANBP13;IPO13","importin 13","hsa03013","",""
"10073","SNUPN","KPNBL;RNUT1;Snurportin1;SNUPN","snurportin 1","hsa03013","R-HSA-191859",""
"7514","XPO1","CRM-1;CRM1;emb;exp1;XPO1","exportin 1","hsa03013;hsa03008;hsa03250;hsa05166;hsa05164","R-HSA-9634638;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9768919;R-HSA-69273;R-HSA-5687128;R-HSA-2173788;R-HSA-9707616;R-HSA-165054;R-HSA-168333;R-HSA-9856649;R-HSA-9828806;R-HSA-3769402;R-HSA-450520","WP4657;WP3302"
"1434","CSE1L","CAS;CSE1;XPO2;CSE1L","chromosome segregation 1 like","hsa03013;hsa05132","",""
"11260","XPOT","XPO3;XPOT","exportin for tRNA","hsa03013","R-HSA-6784531",""
"64328","XPO4","exp4;XPO4","exportin 4","hsa03013","","WP3302"
"57510","XPO5","exp5;XPO5","exportin 5","hsa03013","R-HSA-203927","WP5316;WP2805;WP2338"
"23214","XPO6","EXP6;RANBP20;XPO6","exportin 6","hsa03013","",""
"23039","XPO7","EXP7;RANBP16;XPO7","exportin 7","hsa03013","",""
"64901","RANBP17","RANBP17","RAN binding protein 17","hsa03013","",""
"5901","RAN","ARA24;Gsp1;TC4;RAN","RAN, member RAS oncogene family","hsa03013;hsa03008;hsa03250;hsa05166","R-HSA-6784531;R-HSA-5578749;R-HSA-1655829;R-HSA-165054;R-HSA-168333;R-HSA-180746;R-HSA-9615933;R-HSA-203927","WP4657;WP138;WP2338"
"1915","EEF1A1","CCS-3;CCS3;EE1A1;EEF-1;EEF1A;EF-Tu;EF1A;EF1A1;EF1alpha1;GRAF-1EF;LENG7;PTI1;eEF1A-1;EEF1A1","eukaryotic translation elongation factor 1 alpha 1","hsa03013;hsa05134;hsa05140","R-HSA-6798695;R-HSA-3371511;R-HSA-9613829;R-HSA-8876725;R-HSA-156902;R-HSA-9735869;R-HSA-156842","WP5224;WP4549;WP107"
"1917","EEF1A2","DEE33;EEF1AL;EF-1-alpha-2;EF1A;EIEE33;HS1;MRD38;STN;STNL;EEF1A2","eukaryotic translation elongation factor 1 alpha 2","hsa03013;hsa05134;hsa05140","R-HSA-156842","WP107"
"51808","PHAX","RNUXA;PHAX","phosphorylated adaptor for RNA export","hsa03013","R-HSA-191859;R-HSA-6807505",""
"51068","NMD3","CGI-07;NMD3","NMD3 ribosome export adaptor","hsa03013;hsa03008","",""
"22794","CASC3","BTZ;MLN51;CASC3","CASC3 exon junction complex subunit","hsa03013;hsa03015","R-HSA-72163;R-HSA-159236;R-HSA-72187;R-HSA-73856;R-HSA-9010553;R-HSA-975957",""
"10284","SAP18","2HOR0202;SAP18P;SAP18","Sin3A associated protein 18","hsa03013;hsa03015","R-HSA-9679191;R-HSA-72163;R-HSA-427413;R-HSA-3214815","WP47"
"10921","RNPS1","E5.1;RNPS1","RNA binding protein with serine rich domain 1","hsa03013;hsa03015","R-HSA-72163;R-HSA-159236;R-HSA-72187;R-HSA-73856;R-HSA-9010553;R-HSA-975957","WP411"
"5411","PNN","DRS;DRSP;SDK3;memA;PNN","pinin, desmosome associated protein","hsa03013;hsa03015","R-HSA-72163",""
"5976","UPF1","HUPF1;NORF1;RENT1;UTF;pNORF1;smg-2;UPF1","UPF1 RNA helicase and ATPase","hsa03013;hsa03015","R-HSA-975957;R-HSA-975956","WP5145;WP4016;WP3959;WP5342"
"26019","UPF2","HUPF2;RENT2;smg-3;UPF2","UPF2 regulator of nonsense mediated mRNA decay","hsa03013;hsa03015","R-HSA-9010553;R-HSA-975957","WP5145"
"65109","UPF3B","HUPF3B;MRX62;MRX82;MRXS14;RENT3B;UPF3BP1;UPF3BP2;UPF3BP3;UPF3X;Upf3p-X;UPF3B","UPF3B regulator of nonsense mediated mRNA decay","hsa03013;hsa03015","R-HSA-72163;R-HSA-159236;R-HSA-72187;R-HSA-73856;R-HSA-9010553;R-HSA-975957",""
"65110","UPF3A","HUPF3A;RENT3A;UPF3;UPF3A","UPF3A regulator of nonsense mediated mRNA decay","hsa03013;hsa03015","R-HSA-9010553;R-HSA-975957",""
"10482","NXF1","MEX67;TAP;NXF1","nuclear RNA export factor 1","hsa03013;hsa03015;hsa03008;hsa05164;hsa05168;hsa05014","R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236","WP411"
"56001","NXF2","CT39;TAPL-2;TCP11X2;NXF2","nuclear RNA export factor 2","hsa03013;hsa03015;hsa03008;hsa05164;hsa05168;hsa05014","R-HSA-159236",""
"728343","NXF2B","TCP11X2;bA353J17.1;NXF2B","nuclear RNA export factor 2B","hsa03013;hsa03015;hsa03008;hsa05164;hsa05168;hsa05014","R-HSA-159236",""
"56000","NXF3","NXF3","nuclear RNA export factor 3","hsa03013;hsa03015;hsa03008;hsa05164;hsa05168;hsa05014","",""
"29107","NXT1","MTR2;P15;NXT1","nuclear transport factor 2 like export factor 1","hsa03013;hsa03015;hsa03008;hsa05164;hsa05014","R-HSA-159236",""
"55916","NXT2","P15-2;NXT2","nuclear transport factor 2 like export factor 2","hsa03013;hsa03015;hsa03008;hsa05164;hsa05014","",""
"10250","SRRM1","160-KD;POP101;SRM160;SRRM1","serine and arginine repetitive matrix 1","hsa03013;hsa03015","R-HSA-72163;R-HSA-159236;R-HSA-72187;R-HSA-73856;R-HSA-9013418;R-HSA-9013422","WP411"
"84305","PYM1","PYM;WIBG;PYM1","PYM homolog 1, exon junction complex associated factor","hsa03013;hsa03015","","WP5362"
"8563","THOC5","C22orf19;Fmip;PK1.3;fSAP79;THOC5","THO complex subunit 5","hsa03013","R-HSA-159236;R-HSA-72187;R-HSA-73856;R-HSA-9680350",""
"79228","THOC6","MMRFCGU;WDR58;fSAP35;THOC6","THO complex subunit 6","hsa03013","R-HSA-159236;R-HSA-72187;R-HSA-73856",""
"80145","THOC7","NIF3L1BP1;fSAP24;hTREX30;THOC7","THO complex subunit 7","hsa03013","R-HSA-159236;R-HSA-72187;R-HSA-73856",""
"8732","RNGTT","CAP1A;HCE;HCE1;hCAP;RNGTT","RNA guanylyltransferase and 5'-phosphatase","hsa03015","R-HSA-167160;R-HSA-72086;R-HSA-77075","WP4352;WP411"
"8731","RNMT","CMT1;CMT1c;MET;Met;N7-MTase;RG7MT1;cm1p;hCMT1;hMet;RNMT","RNA guanine-7 methyltransferase","hsa03015","R-HSA-167160;R-HSA-72086;R-HSA-77075","WP5408;WP411"
"23435","TARDBP","ALS10;TDP-43;TARDBP","TAR DNA binding protein","hsa03015;hsa05014;hsa05022","","WP5426;WP5372;WP3584"
"8106","PABPN1","OPMD;PAB2;PABII;PABP-2;PABP2;PABPN1","poly(A) binding protein nuclear 1","hsa03015;hsa05164","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-9820865;R-HSA-168315;R-HSA-77595","WP411"
"390748","PABPN1L","PABPNL1;ePABP2;PABPN1L","PABPN1 like, cytoplasmic","hsa03015;hsa05164","R-HSA-9820841",""
"100529063","BCL2L2-PABPN1","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough","hsa03015;hsa05164","",""
"11051","NUDT21","CFIM25;CPSF5;NUDT21","nudix hydrolase 21","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"11052","CPSF6","CFIM;CFIM68;CFIM72;HPBRII-4;HPBRII-7;CPSF6","cleavage and polyadenylation specific factor 6","hsa03015;hsa03250","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-5655302;R-HSA-77595;R-HSA-1839117",""
"79869","CPSF7","CFIm59;CPSF7","cleavage and polyadenylation specific factor 7","hsa03015;hsa03250","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-9013422;R-HSA-77595",""
"64895","PAPOLG","PAPOLG","poly(A) polymerase gamma","hsa03015","",""
"56903","PAPOLB","PAPT;TPAP;PAPOLB","poly(A) polymerase beta","hsa03015","",""
"10914","PAPOLA","PAP;PAP-alpha;PAPOLA","poly(A) polymerase alpha","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"10978","CLP1","HEAB;hClp1;CLP1","cleavage factor polyribonucleotide kinase subunit 1","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-6784531;R-HSA-77595","WP411"
"51585","PCF11","PCF11","PCF11 cleavage and polyadenylation factor subunit","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-6807505;R-HSA-72203;R-HSA-77595",""
"29894","CPSF1","CPSF160;HSU37012;MYP27;P/cl.18;CPSF1","cleavage and polyadenylation specific factor 1","hsa03015","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-6784531;R-HSA-77595","WP411"
"53981","CPSF2","CPSF100;CPSF2","cleavage and polyadenylation specific factor 2","hsa03015","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"51692","CPSF3","CPSF-73;CPSF73;NEDMHS;NEDMHSN;CPSF3","cleavage and polyadenylation specific factor 3","hsa03015","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"10898","CPSF4","CPSF30;NAR;NEB-1;NEB1;CPSF4","cleavage and polyadenylation specific factor 4","hsa03015;hsa05164","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-6784531;R-HSA-168315;R-HSA-77595","WP411"
"642843","CPSF4L","CPSF4L","cleavage and polyadenylation specific factor 4 like","hsa03015;hsa05164","",""
"81608","FIP1L1","FIP1;Rhe;hFip1;FIP1L1","factor interacting with PAPOLA and CPSF1","hsa03015","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595;R-HSA-9673766",""
"55339","WDR33","NET14;WDC146;WDR33","WD repeat domain 33","hsa03015","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595",""
"80335","WDR82","MST107;MSTP107;PRO2730;PRO34047;SWD2;TMEM113;WDR82A;WDR82","WD repeat domain 82","hsa03015","R-HSA-9772755",""
"5499","PPP1CA","PP-1A;PP1A;PP1alpha;PPP1A;PPP1CA","protein phosphatase 1 catalytic subunit alpha","hsa03015;hsa04390;hsa04024;hsa04022;hsa04114;hsa04218;hsa04510;hsa04810;hsa04611;hsa04910;hsa04921;hsa04261;hsa04270;hsa04728;hsa04720;hsa04750;hsa05205;hsa05168;hsa05031;hsa05034;hsa05415;hsa04931","R-HSA-180024;R-HSA-163560;R-HSA-400253;R-HSA-2173788;R-HSA-9828806","WP3594;WP2636;WP4861;WP306;WP4549;WP5426;WP4541;WP4747;WP5083;WP1602;WP1422;WP3888"
"5500","PPP1CB","HEL-S-80p;MP;NSLH2;PP-1B;PP1B;PP1beta;PP1c;PPP1CD;PPP1beta;PPP1CB","protein phosphatase 1 catalytic subunit beta","hsa03015;hsa04390;hsa04024;hsa04022;hsa04114;hsa04218;hsa04510;hsa04810;hsa04611;hsa04910;hsa04921;hsa04261;hsa04270;hsa04728;hsa04720;hsa04750;hsa05205;hsa05168;hsa05031;hsa05034;hsa05415;hsa04931","R-HSA-2565942;R-HSA-163560;R-HSA-5625900;R-HSA-400253;R-HSA-2173788;R-HSA-5625740;R-HSA-5627117;R-HSA-5627123;R-HSA-9828806;R-HSA-5673000;R-HSA-9726840;R-HSA-9726842","WP4657;WP4962;WP3594;WP2636;WP4861;WP306;WP524;WP4541;WP5083"
"5501","PPP1CC","PP-1G;PP1C;PPP1G;PPP1CC","protein phosphatase 1 catalytic subunit gamma","hsa03015;hsa04390;hsa04024;hsa04022;hsa04114;hsa04218;hsa04510;hsa04810;hsa04611;hsa04910;hsa04921;hsa04261;hsa04270;hsa04728;hsa04720;hsa04750;hsa05205;hsa05168;hsa05031;hsa05034;hsa05415;hsa04931","R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-163560;R-HSA-400253;R-HSA-2173788;R-HSA-9828806;R-HSA-5673000;R-HSA-9726840;R-HSA-9726842","WP3594;WP2636;WP4861;WP306;WP4541;WP5083"
"29101","SSU72","HSPC182;PNAS-120;SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","hsa03015","R-HSA-6807505","WP5345"
"143506","SSU72L3","SSU72P3;SSU72L3","SSU72 like 3","hsa03015","",""
"441584","SSU72L4","SSU72P4;SSU72L4","SSU72 like 4","hsa03015","",""
"390031","SSU72L2","SSU72P2;SSU72L2","SSU72 like 2","hsa03015","",""
"390033","SSU72L1","SSU72P7;SSU72L1","SSU72 like 1","hsa03015","",""
"196120","SSU72L5","SSU72P5;SSU72L5","SSU72 like 5","hsa03015","",""
"136157","SSU72L6","SSU72P8;SSU72L6","SSU72 like 6","hsa03015","",""
"1477","CSTF1","CstF-50;CstFp50;CSTF1","cleavage stimulation factor subunit 1","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"1478","CSTF2","CstF-64;CSTF2","cleavage stimulation factor subunit 2","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-6784531;R-HSA-77595","WP411"
"23283","CSTF2T","CstF-64T;CSTF2T","cleavage stimulation factor subunit 2 tau variant","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"1479","CSTF3","CSTF-77;CSTF3","cleavage stimulation factor subunit 3","hsa03015","R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595","WP411"
"8189","SYMPK","Pta1;SPK;SYM;SYMPK","symplekin scaffold protein","hsa03015;hsa04530","R-HSA-159231;R-HSA-72187;R-HSA-73856;R-HSA-72203;R-HSA-77595",""
"26528","DAZAP1","DAZAP1","DAZ associated protein 1","hsa03015","",""
"4440","MSI1","MSI1","musashi RNA binding protein 1","hsa03015","R-HSA-9010553",""
"124540","MSI2","MSI2H;MSI2","musashi RNA binding protein 2","hsa03015","R-HSA-9013418",""
"26986","PABPC1","PAB1;PABP;PABP1;PABPC2;PABPL1;PABPC1","poly(A) binding protein cytoplasmic 1","hsa03015;hsa03018","R-HSA-450408;R-HSA-9010553;R-HSA-156827;R-HSA-72649;R-HSA-429947;R-HSA-9820841;R-HSA-9820865;R-HSA-975957;R-HSA-975956","WP4298;WP2853;WP107;WP3888"
"140886","PABPC5","PABP5;PABPC5","poly(A) binding protein cytoplasmic 5","hsa03015;hsa03018","",""
"5042","PABPC3","PABP3;PABPL3;tPABP;PABPC3","poly(A) binding protein cytoplasmic 3","hsa03015;hsa03018","",""
"645974","PABPC1L2B","RBM32B;PABPC1L2B","poly(A) binding protein cytoplasmic 1 like 2B","hsa03015;hsa03018","",""
"80336","PABPC1L","C20orf119;EPAB;PABPC1L1;dJ1069P2.3;PABPC1L","poly(A) binding protein cytoplasmic 1 like","hsa03015;hsa03018","",""
"340529","PABPC1L2A","RBM32A;PABPC1L2A","poly(A) binding protein cytoplasmic 1 like 2A","hsa03015;hsa03018","",""
"8761","PABPC4","APP-1;APP1;PABP4;iPABP;PABPC4","poly(A) binding protein cytoplasmic 4","hsa03015;hsa03018","",""
"132430","PABPC4L","PABPC4L","poly(A) binding protein cytoplasmic 4 like","hsa03015;hsa03018","",""
"2107","ETF1","D5S1995;ERF;ERF1;RF1;SUP45L1;TB3-1;ETF1","eukaryotic translation termination factor 1","hsa03015","R-HSA-9629569;R-HSA-9010553;R-HSA-975957;R-HSA-72764;R-HSA-975956","WP107"
"23708","GSPT2","ERF3B;GST2;GSPT2","G1 to S phase transition 2","hsa03015","R-HSA-9010553;R-HSA-975957;R-HSA-72764;R-HSA-975956","WP107"
"2935","GSPT1","551G9.2;ETF3A;GST1;eRF3a;GSPT1","G1 to S phase transition 1","hsa03015","R-HSA-9010553;R-HSA-975957;R-HSA-72764;R-HSA-975956",""
"23049","SMG1","61E3.4;ATX;LIP;SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","hsa03015","R-HSA-975957",""
"9887","SMG7","C1orf16;EST1C;SGA56M;SMG7","SMG7 nonsense mediated mRNA decay factor","hsa03015","R-HSA-975957",""
"23381","SMG5","EST1B;LPTS-RP1;LPTSRP1;SMG-5;SMG5","SMG5 nonsense mediated mRNA decay factor","hsa03015","R-HSA-975957",""
"23293","SMG6","C17orf31;EST1A;SMG-6;hEST1A;hSMG5/7a;SMG6","SMG6 nonsense mediated mRNA decay factor","hsa03015","R-HSA-975957",""
"5515","PPP2CA","HJS3;NEDLBA;PP2Ac;PP2CA;PP2Calpha;RP-C;PPP2CA","protein phosphatase 2 catalytic subunit alpha","hsa03015;hsa04350;hsa04390;hsa04071;hsa04151;hsa04152;hsa04140;hsa04136;hsa04110;hsa04114;hsa04530;hsa04660;hsa04261;hsa04728;hsa04730;hsa05160;hsa05165;hsa05142","R-HSA-389513;R-HSA-6804757;R-HSA-196299;R-HSA-4641262;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9833482;R-HSA-69231;R-HSA-69273;R-HSA-195253;R-HSA-180024;R-HSA-1295596;R-HSA-6811558;R-HSA-2465910;R-HSA-975957;R-HSA-5675221;R-HSA-5339716;R-HSA-5358747;R-HSA-5358749;R-HSA-5358751;R-HSA-5358752;R-HSA-5467337;R-HSA-5467340;R-HSA-5467348;R-HSA-198753;R-HSA-432142;R-HSA-202670;R-HSA-113501;R-HSA-2995383;R-HSA-5673000;R-HSA-163767;R-HSA-9634600;R-HSA-163685","WP4949;WP5376;WP3878;WP2380;WP4582;WP5117;WP2436;WP4767;WP3932;WP500;WP2857;WP4172;WP3680;WP5181;WP1422;WP231;WP3888;WP399"
"5516","PPP2CB","PP2Abeta;PP2CB;PPP2CB","protein phosphatase 2 catalytic subunit beta","hsa03015;hsa04350;hsa04390;hsa04071;hsa04151;hsa04152;hsa04140;hsa04136;hsa04110;hsa04114;hsa04530;hsa04660;hsa04261;hsa04728;hsa04730;hsa05160;hsa05165;hsa05142","R-HSA-389513;R-HSA-6804757;R-HSA-196299;R-HSA-4641262;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9833482;R-HSA-69231;R-HSA-69273;R-HSA-195253;R-HSA-180024;R-HSA-1295596;R-HSA-6811558;R-HSA-2465910;R-HSA-5675221;R-HSA-5339716;R-HSA-5358747;R-HSA-5358749;R-HSA-5358751;R-HSA-5358752;R-HSA-5467337;R-HSA-5467340;R-HSA-5467348;R-HSA-198753;R-HSA-432142;R-HSA-202670;R-HSA-113501;R-HSA-5673000;R-HSA-163767;R-HSA-9634600;R-HSA-163685","WP4949;WP5117;WP2436;WP410;WP3932;WP500;WP5372;WP727;WP4172;WP5182;WP1455;WP399"
"5519","PPP2R1B","PP2A-Abeta;PR65B;PPP2R1B","protein phosphatase 2 scaffold subunit Abeta","hsa03015;hsa04350;hsa04390;hsa04071;hsa04151;hsa04152;hsa04110;hsa04114;hsa04530;hsa04660;hsa04261;hsa04728;hsa04730;hsa05160;hsa05165;hsa05142","R-HSA-389513;R-HSA-6804757;R-HSA-196299;R-HSA-4641262;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9833482;R-HSA-69231;R-HSA-69273;R-HSA-195253;R-HSA-180024;R-HSA-6811558;R-HSA-2465910;R-HSA-5675221;R-HSA-5339716;R-HSA-5358747;R-HSA-5358749;R-HSA-5358751;R-HSA-5358752;R-HSA-5467337;R-HSA-5467340;R-HSA-5467348;R-HSA-198753;R-HSA-432142;R-HSA-202670;R-HSA-113501;R-HSA-5673000;R-HSA-163767;R-HSA-9634600;R-HSA-163685","WP5117;WP3932;WP500;WP4747;WP4172;WP399"
"5518","PPP2R1A","HJS2;MRD36;PP2A-Aalpha;PP2AA;PP2AAALPHA;PR65A;PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","hsa03015;hsa04350;hsa04390;hsa04071;hsa04151;hsa04152;hsa04110;hsa04114;hsa04530;hsa04660;hsa04261;hsa04728;hsa04730;hsa05160;hsa05165;hsa05142","R-HSA-389513;R-HSA-6804757;R-HSA-196299;R-HSA-4641262;R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;R-HSA-9833482;R-HSA-2565942;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-5620912;R-HSA-8854518;R-HSA-69231;R-HSA-69273;R-HSA-195253;R-HSA-180024;R-HSA-1295596;R-HSA-6811558;R-HSA-2465910;R-HSA-975957;R-HSA-5675221;R-HSA-5339716;R-HSA-5358747;R-HSA-5358749;R-HSA-5358751;R-HSA-5358752;R-HSA-5467337;R-HSA-5467340;R-HSA-5467348;R-HSA-198753;R-HSA-432142;R-HSA-202670;R-HSA-113501;R-HSA-2995383;R-HSA-5673000;R-HSA-163767;R-HSA-9634600;R-HSA-163685","WP4949;WP5117;WP3932;WP500;WP4172;WP399"
"5520","PPP2R2A","B55A;B55ALPHA;PR52A;PR55A;PR55alpha;PPP2R2A","protein phosphatase 2 regulatory subunit Balpha","hsa03015;hsa04390;hsa04071;hsa04151;hsa04152;hsa04530;hsa04660;hsa04261;hsa04728;hsa05160;hsa05165;hsa05142","R-HSA-69231;R-HSA-69273;R-HSA-975957;R-HSA-2995383","WP500;WP4172;WP399"
"5521","PPP2R2B","B55BETA;PP2AB55BETA;PP2ABBETA;PP2APR55B;PP2APR55BETA;PR2AB55BETA;PR2ABBETA;PR2APR55BETA;PR52B;PR55-BETA;PR55BETA;SCA12;PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta","hsa03015;hsa04390;hsa04071;hsa04151;hsa04152;hsa04530;hsa04660;hsa04261;hsa04728;hsa05160;hsa05165;hsa05142","","WP3932;WP500;WP4172;WP399"
"5522","PPP2R2C","B55-GAMMA;B55gamma;IMYPNO;IMYPNO1;PR52;PR55G;PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma","hsa03015;hsa04390;hsa04071;hsa04151;hsa04152;hsa04530;hsa04660;hsa04261;hsa04728;hsa05160;hsa05165;hsa05142","","WP3932;WP500;WP4172;WP399"
"55844","PPP2R2D","B55D;B55delta;MDS026;PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta","hsa03015;hsa04390;hsa04071;hsa04151;hsa04152;hsa04530;hsa04660;hsa04261;hsa04728;hsa05160;hsa05165;hsa05142","R-HSA-2465910","WP3932;WP4172"
"28227","PPP2R3B","NYREN8;PPP2R3L;PPP2R3LY;PR48;PR70;PPP2R3B","protein phosphatase 2 regulatory subunit B''beta","hsa03015;hsa04071;hsa04151;hsa04152;hsa04660;hsa04261;hsa04728;hsa05165","R-HSA-69231;R-HSA-69273;R-HSA-113501","WP500;WP4172;WP399"
"55012","PPP2R3C","C14orf10;G4-1;G5pr;GDRM;MEGD;SPGF36;PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma","hsa03015;hsa04071;hsa04151;hsa04152;hsa04660;hsa04261;hsa04728;hsa05165","","WP3932;WP4172"
